State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount,Region
Tamil Nadu,2018,2,Recharge & bill payments,4464677,1189892956,Southern Region
Tamil Nadu,2018,2,Peer-to-peer payments,4433762,18067624388,Southern Region
Tamil Nadu,2018,2,Merchant payments,627918,517130320.5,Southern Region
Tamil Nadu,2018,2,Financial Services,167035,65402385.26,Southern Region
Tamil Nadu,2018,2,Others,298736,285794226.6,Southern Region
Tamil Nadu,2018,3,Peer-to-peer payments,8810836,26792462660,Southern Region
Tamil Nadu,2018,3,Recharge & bill payments,5148411,1521551955,Southern Region
Tamil Nadu,2018,3,Merchant payments,1290978,733189649.6,Southern Region
Tamil Nadu,2018,3,Financial Services,191732,37049222.37,Southern Region
Tamil Nadu,2018,3,Others,332121,245838754,Southern Region
Tamil Nadu,2018,4,Peer-to-peer payments,11538547,39180083691,Southern Region
Tamil Nadu,2018,4,Recharge & bill payments,7093764,2020329568,Southern Region
Tamil Nadu,2018,4,Merchant payments,3145621,1742903221,Southern Region
Tamil Nadu,2018,4,Financial Services,228398,46571758.68,Southern Region
Tamil Nadu,2018,4,Others,451114,312185737.4,Southern Region
Tamil Nadu,2019,1,Peer-to-peer payments,18645926,51296299081,Southern Region
Tamil Nadu,2019,1,Recharge & bill payments,8863289,2695317015,Southern Region
Tamil Nadu,2019,1,Merchant payments,4195222,1924461189,Southern Region
Tamil Nadu,2019,1,Financial Services,193261,31217137.55,Southern Region
Tamil Nadu,2019,1,Others,377347,256742393.3,Southern Region
Tamil Nadu,2019,2,Peer-to-peer payments,16952961,57924128549,Southern Region
Tamil Nadu,2019,2,Recharge & bill payments,8414514,3280033640,Southern Region
Tamil Nadu,2019,2,Merchant payments,6296995,2690331793,Southern Region
Tamil Nadu,2019,2,Financial Services,70142,18334602.39,Southern Region
Tamil Nadu,2019,2,Others,437125,294847441.9,Southern Region
Tamil Nadu,2019,3,Peer-to-peer payments,21277636,70615331409,Southern Region
Tamil Nadu,2019,3,Merchant payments,10344027,4079315733,Southern Region
Tamil Nadu,2019,3,Recharge & bill payments,9246678,3964144354,Southern Region
Tamil Nadu,2019,3,Financial Services,88261,27213741.83,Southern Region
Tamil Nadu,2019,3,Others,453581,273599406.2,Southern Region
Tamil Nadu,2019,4,Peer-to-peer payments,28814008,91858026341,Southern Region
Tamil Nadu,2019,4,Merchant payments,16153034,6420193205,Southern Region
Tamil Nadu,2019,4,Recharge & bill payments,11157765,4681454398,Southern Region
Tamil Nadu,2019,4,Financial Services,60624,24332240.66,Southern Region
Tamil Nadu,2019,4,Others,410980,206859328.3,Southern Region
Tamil Nadu,2020,1,Peer-to-peer payments,30880360,1.01908E+11,Southern Region
Tamil Nadu,2020,1,Merchant payments,21541556,8950736938,Southern Region
Tamil Nadu,2020,1,Recharge & bill payments,14134259,5493239430,Southern Region
Tamil Nadu,2020,1,Financial Services,61427,41422107.81,Southern Region
Tamil Nadu,2020,1,Others,335871,176604658.4,Southern Region
Tamil Nadu,2020,2,Peer-to-peer payments,21700844,82347647064,Southern Region
Tamil Nadu,2020,2,Recharge & bill payments,18474731,6414781159,Southern Region
Tamil Nadu,2020,2,Merchant payments,11477546,6909361872,Southern Region
Tamil Nadu,2020,2,Financial Services,78584,89189349.85,Southern Region
Tamil Nadu,2020,2,Others,138405,65529451.74,Southern Region
Tamil Nadu,2020,3,Peer-to-peer payments,31754077,1.23561E+11,Southern Region
Tamil Nadu,2020,3,Merchant payments,20664887,12554589576,Southern Region
Tamil Nadu,2020,3,Recharge & bill payments,17521756,7476952307,Southern Region
Tamil Nadu,2020,3,Financial Services,129671,158512062.5,Southern Region
Tamil Nadu,2020,3,Others,207434,90281020.16,Southern Region
Tamil Nadu,2020,4,Peer-to-peer payments,47800741,1.72196E+11,Southern Region
Tamil Nadu,2020,4,Merchant payments,41297305,24417758782,Southern Region
Tamil Nadu,2020,4,Recharge & bill payments,21563946,9462546013,Southern Region
Tamil Nadu,2020,4,Financial Services,153044,186775413.1,Southern Region
Tamil Nadu,2020,4,Others,364665,209735503.5,Southern Region
Tamil Nadu,2021,1,Peer-to-peer payments,57446279,2.06405E+11,Southern Region
Tamil Nadu,2021,1,Merchant payments,53811885,30722779535,Southern Region
Tamil Nadu,2021,1,Recharge & bill payments,24826273,11115915389,Southern Region
Tamil Nadu,2021,1,Financial Services,170620,215319360.5,Southern Region
Tamil Nadu,2021,1,Others,301617,208899281.9,Southern Region
Tamil Nadu,2021,2,Peer-to-peer payments,60812902,2.16379E+11,Southern Region
Tamil Nadu,2021,2,Merchant payments,52048347,33504798113,Southern Region
Tamil Nadu,2021,2,Recharge & bill payments,32753032,13155346942,Southern Region
Tamil Nadu,2021,2,Financial Services,192614,225113402.7,Southern Region
Tamil Nadu,2021,2,Others,351547,223054882.4,Southern Region
Tamil Nadu,2021,3,Merchant payments,85074941,52932187059,Southern Region
Tamil Nadu,2021,3,Peer-to-peer payments,83833356,2.96121E+11,Southern Region
Tamil Nadu,2021,3,Recharge & bill payments,34751691,15613287082,Southern Region
Tamil Nadu,2021,3,Financial Services,182097,246146707.3,Southern Region
Tamil Nadu,2021,3,Others,515319,294622911.6,Southern Region
Tamil Nadu,2021,4,Merchant payments,117578360,70539086832,Southern Region
Tamil Nadu,2021,4,Peer-to-peer payments,104493071,3.53529E+11,Southern Region
Tamil Nadu,2021,4,Recharge & bill payments,36163870,18979178478,Southern Region
Tamil Nadu,2021,4,Financial Services,228761,275850497.1,Southern Region
Tamil Nadu,2021,4,Others,691914,400412189.8,Southern Region
Tamil Nadu,2022,1,Merchant payments,139788772,81798208976,Southern Region
Tamil Nadu,2022,1,Peer-to-peer payments,119383791,4.09632E+11,Southern Region
Tamil Nadu,2022,1,Recharge & bill payments,34579431,20705079141,Southern Region
Tamil Nadu,2022,1,Financial Services,241201,298216135.4,Southern Region
Tamil Nadu,2022,1,Others,579955,355987089.8,Southern Region
Tamil Nadu,2022,2,Merchant payments,179245529,1.00813E+11,Southern Region
Tamil Nadu,2022,2,Peer-to-peer payments,136341691,4.64333E+11,Southern Region
Tamil Nadu,2022,2,Recharge & bill payments,38257271,24477663684,Southern Region
Tamil Nadu,2022,2,Financial Services,202498,233054909,Southern Region
Tamil Nadu,2022,2,Others,459948,277767177,Southern Region
Tamil Nadu,2022,3,Merchant payments,202149276,1.09801E+11,Southern Region
Tamil Nadu,2022,3,Peer-to-peer payments,148805657,4.9388E+11,Southern Region
Tamil Nadu,2022,3,Recharge & bill payments,41919063,27694221703,Southern Region
Tamil Nadu,2022,3,Financial Services,217741,238069828.2,Southern Region
Tamil Nadu,2022,3,Others,404438,265434770.8,Southern Region
Tamil Nadu,2022,4,Merchant payments,229308285,1.18848E+11,Southern Region
Tamil Nadu,2022,4,Peer-to-peer payments,162920305,5.26511E+11,Southern Region
Tamil Nadu,2022,4,Recharge & bill payments,43391904,29719449171,Southern Region
Tamil Nadu,2022,4,Financial Services,295740,334812023.6,Southern Region
Tamil Nadu,2022,4,Others,400402,275988847.1,Southern Region
Telangana,2018,1,Recharge & bill payments,4209319,831912767.6,Southern Region
Telangana,2018,1,Peer-to-peer payments,3307245,11748268951,Southern Region
Telangana,2018,1,Merchant payments,351474,282899066.6,Southern Region
Telangana,2018,1,Financial Services,262876,57011875.36,Southern Region
Telangana,2018,1,Others,391852,388111458.2,Southern Region
Telangana,2018,2,Peer-to-peer payments,4784079,20748520743,Southern Region
Telangana,2018,2,Recharge & bill payments,4686542,1274130054,Southern Region
Telangana,2018,2,Merchant payments,701082,551696487.3,Southern Region
Telangana,2018,2,Financial Services,277805,85498213.25,Southern Region
Telangana,2018,2,Others,315162,357356020.7,Southern Region
Telangana,2018,3,Peer-to-peer payments,11560952,29253505739,Southern Region
Telangana,2018,3,Recharge & bill payments,5328881,1568136061,Southern Region
Telangana,2018,3,Merchant payments,1770075,855534175.5,Southern Region
Telangana,2018,3,Financial Services,307312,52554123.97,Southern Region
Telangana,2018,3,Others,365483,300363110.8,Southern Region
Telangana,2018,4,Peer-to-peer payments,15571288,44541667502,Southern Region
Telangana,2018,4,Recharge & bill payments,7121135,2165870863,Southern Region
Telangana,2018,4,Merchant payments,5315161,2356841305,Southern Region
Telangana,2018,4,Financial Services,392423,64569231.24,Southern Region
Telangana,2018,4,Others,521147,380139546.9,Southern Region
Telangana,2019,1,Peer-to-peer payments,40488967,87361237975,Southern Region
Telangana,2019,1,Merchant payments,12341901,4144368546,Southern Region
Telangana,2019,1,Recharge & bill payments,11525394,3619117615,Southern Region
Telangana,2019,1,Financial Services,463688,54547989.28,Southern Region
Telangana,2019,1,Others,470752,343989909.9,Southern Region
Telangana,2019,2,Peer-to-peer payments,46741594,1.41096E+11,Southern Region
Telangana,2019,2,Merchant payments,25682382,8442740781,Southern Region
Telangana,2019,2,Recharge & bill payments,16225017,5603477829,Southern Region
Telangana,2019,2,Financial Services,252173,43627344.86,Southern Region
Telangana,2019,2,Others,709213,490894328.4,Southern Region
Telangana,2019,3,Peer-to-peer payments,59981113,1.80343E+11,Southern Region
Telangana,2019,3,Merchant payments,44035953,14308557741,Southern Region
Telangana,2019,3,Recharge & bill payments,16437222,6793699069,Southern Region
Telangana,2019,3,Financial Services,183163,39617186.74,Southern Region
Telangana,2019,3,Others,857925,445278745.4,Southern Region
Telangana,2019,4,Peer-to-peer payments,82587060,2.49347E+11,Southern Region
Telangana,2019,4,Merchant payments,59347809,21510626607,Southern Region
Telangana,2019,4,Recharge & bill payments,20797056,9561315125,Southern Region
Telangana,2019,4,Financial Services,137291,33453857.4,Southern Region
Telangana,2019,4,Others,703042,294688962.7,Southern Region
Telangana,2020,1,Peer-to-peer payments,95668911,3.27642E+11,Southern Region
Telangana,2020,1,Merchant payments,76818285,31076431478,Southern Region
Telangana,2020,1,Recharge & bill payments,26324268,12324266105,Southern Region
Telangana,2020,1,Financial Services,88184,59500639.39,Southern Region
Telangana,2020,1,Others,509877,241784101.5,Southern Region
Telangana,2020,2,Peer-to-peer payments,76683293,2.79479E+11,Southern Region
Telangana,2020,2,Merchant payments,44181999,26712043205,Southern Region
Telangana,2020,2,Recharge & bill payments,30885875,15106945864,Southern Region
Telangana,2020,2,Financial Services,116776,134169906.7,Southern Region
Telangana,2020,2,Others,187200,100126467.2,Southern Region
Telangana,2020,3,Peer-to-peer payments,116668399,4.37459E+11,Southern Region
Telangana,2020,3,Merchant payments,86836471,49743225885,Southern Region
Telangana,2020,3,Recharge & bill payments,32352860,18378477088,Southern Region
Telangana,2020,3,Financial Services,195857,223377023.5,Southern Region
Telangana,2020,3,Others,318539,156875854.6,Southern Region
Telangana,2020,4,Peer-to-peer payments,160607487,5.91977E+11,Southern Region
Telangana,2020,4,Merchant payments,143897953,81725950703,Southern Region
Telangana,2020,4,Recharge & bill payments,38174710,22006183349,Southern Region
Telangana,2020,4,Financial Services,230134,275357720,Southern Region
Telangana,2020,4,Others,733503,366346176.4,Southern Region
Telangana,2021,1,Merchant payments,185230619,95927278281,Southern Region
Telangana,2021,1,Peer-to-peer payments,179738195,6.76276E+11,Southern Region
Telangana,2021,1,Recharge & bill payments,46371555,26447601339,Southern Region
Telangana,2021,1,Financial Services,262473,320153410.2,Southern Region
Telangana,2021,1,Others,969268,387877900.5,Southern Region
Telangana,2021,2,Peer-to-peer payments,230861833,8.72152E+11,Southern Region
Telangana,2021,2,Merchant payments,205232899,1.23208E+11,Southern Region
Telangana,2021,2,Recharge & bill payments,58637866,31877277168,Southern Region
Telangana,2021,2,Financial Services,278546,300569264.1,Southern Region
Telangana,2021,2,Others,856400,420723415.9,Southern Region
Telangana,2021,3,Merchant payments,286735350,1.59227E+11,Southern Region
Telangana,2021,3,Peer-to-peer payments,271436926,9.81755E+11,Southern Region
Telangana,2021,3,Recharge & bill payments,62744121,36434881136,Southern Region
Telangana,2021,3,Financial Services,235519,329138539.5,Southern Region
Telangana,2021,3,Others,1734852,543116826.3,Southern Region
Telangana,2021,4,Merchant payments,376584215,2.12975E+11,Southern Region
Telangana,2021,4,Peer-to-peer payments,331774591,1.20499E+12,Southern Region
Telangana,2021,4,Recharge & bill payments,66477036,44760398983,Southern Region
Telangana,2021,4,Financial Services,298871,392141743.7,Southern Region
Telangana,2021,4,Others,855060,639658842.9,Southern Region
Telangana,2022,1,Merchant payments,449186799,2.43842E+11,Southern Region
Telangana,2022,1,Peer-to-peer payments,368048408,1.37529E+12,Southern Region
Telangana,2022,1,Recharge & bill payments,66352138,50470450180,Southern Region
Telangana,2022,1,Financial Services,284035,394283511.9,Southern Region
Telangana,2022,1,Others,2582005,642005688.8,Southern Region
Telangana,2022,2,Merchant payments,565370506,3.07468E+11,Southern Region
Telangana,2022,2,Peer-to-peer payments,422056582,1.58001E+12,Southern Region
Telangana,2022,2,Recharge & bill payments,75099130,63136761649,Southern Region
Telangana,2022,2,Financial Services,245023,324857780.6,Southern Region
Telangana,2022,2,Others,611316,470432687.4,Southern Region
Telangana,2022,3,Merchant payments,880414292,4.47151E+11,Southern Region
Telangana,2022,3,Peer-to-peer payments,626830752,2.17017E+12,Southern Region
Telangana,2022,3,Recharge & bill payments,119779835,87937210666,Southern Region
Telangana,2022,3,Financial Services,340458,442783619.1,Southern Region
Telangana,2022,3,Others,800064,621900924.4,Southern Region
Telangana,2022,4,Merchant payments,1002521735,4.91556E+11,Southern Region
Telangana,2022,4,Peer-to-peer payments,694612831,2.39338E+12,Southern Region
Telangana,2022,4,Recharge & bill payments,121188131,92136759501,Southern Region
Telangana,2022,4,Financial Services,401838,498719426,Southern Region
Telangana,2022,4,Others,782297,680680558.3,Southern Region
Tripura,2018,1,Recharge & bill payments,86819,14079439.57,North-Eastern Region
Tripura,2018,1,Peer-to-peer payments,44844,112229995,North-Eastern Region
Tripura,2018,1,Financial Services,4842,672247.5882,North-Eastern Region
Tripura,2018,1,Merchant payments,4833,6080959.883,North-Eastern Region
Tripura,2018,1,Others,6819,4916272.513,North-Eastern Region
Tripura,2018,2,Recharge & bill payments,118171,22554398.15,North-Eastern Region
Tripura,2018,2,Peer-to-peer payments,73821,197666881.9,North-Eastern Region
Tripura,2018,2,Merchant payments,9621,10570951.15,North-Eastern Region
Tripura,2018,2,Financial Services,6925,1264101.905,North-Eastern Region
Tripura,2018,2,Others,6021,4835385.634,North-Eastern Region
Tripura,2018,3,Peer-to-peer payments,186065,398867427.3,North-Eastern Region
Tripura,2018,3,Recharge & bill payments,156308,33484811.21,North-Eastern Region
Tripura,2018,3,Merchant payments,21476,16092396.41,North-Eastern Region
Tripura,2018,3,Financial Services,8106,1080000.011,North-Eastern Region
Tripura,2018,3,Others,5748,4338753.081,North-Eastern Region
Tripura,2018,4,Recharge & bill payments,204720,38334816.66,North-Eastern Region
Tripura,2018,4,Peer-to-peer payments,179739,549068822.4,North-Eastern Region
Tripura,2018,4,Merchant payments,50888,31066467.63,North-Eastern Region
Tripura,2018,4,Financial Services,6441,1023126.821,North-Eastern Region
Tripura,2018,4,Others,6271,5392365.974,North-Eastern Region
Tripura,2019,1,Peer-to-peer payments,296993,679165332.8,North-Eastern Region
Tripura,2019,1,Recharge & bill payments,227997,44429378.42,North-Eastern Region
Tripura,2019,1,Merchant payments,46642,28109966.32,North-Eastern Region
Tripura,2019,1,Financial Services,4189,461473.5886,North-Eastern Region
Tripura,2019,1,Others,5105,4728790.472,North-Eastern Region
Tripura,2019,2,Peer-to-peer payments,240776,751113516.2,North-Eastern Region
Tripura,2019,2,Recharge & bill payments,218649,48989430.61,North-Eastern Region
Tripura,2019,2,Merchant payments,64829,35275706.83,North-Eastern Region
Tripura,2019,2,Financial Services,1899,339184.3345,North-Eastern Region
