State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount,Region
Lakshadweep,2018,3,Others,15,17958.80957,Southern Region
Lakshadweep,2018,4,Recharge & bill payments,792,351201.0879,Southern Region
Lakshadweep,2018,4,Peer-to-peer payments,689,3841230.431,Southern Region
Lakshadweep,2018,4,Merchant payments,144,262079.8557,Southern Region
Lakshadweep,2018,4,Financial Services,6,389.8932324,Southern Region
Lakshadweep,2018,4,Others,11,8312.430483,Southern Region
Lakshadweep,2019,1,Peer-to-peer payments,1183,8221402.369,Southern Region
Lakshadweep,2019,1,Recharge & bill payments,1173,353870.524,Southern Region
Lakshadweep,2019,1,Merchant payments,113,183062.1456,Southern Region
Lakshadweep,2019,1,Others,12,27795.44122,Southern Region
Lakshadweep,2019,2,Recharge & bill payments,1448,436735.1685,Southern Region
Lakshadweep,2019,2,Peer-to-peer payments,1318,8602732.118,Southern Region
Lakshadweep,2019,2,Merchant payments,137,190716.5412,Southern Region
Lakshadweep,2019,2,Others,23,12340.30958,Southern Region
Lakshadweep,2019,3,Recharge & bill payments,1528,503049.2412,Southern Region
Lakshadweep,2019,3,Peer-to-peer payments,1455,8923273.863,Southern Region
Lakshadweep,2019,3,Merchant payments,111,215159.6812,Southern Region
Lakshadweep,2019,3,Others,10,10278.67843,Southern Region
Lakshadweep,2019,4,Recharge & bill payments,1801,618155.9005,Southern Region
Lakshadweep,2019,4,Peer-to-peer payments,1753,10383413.25,Southern Region
Lakshadweep,2019,4,Merchant payments,188,211413.6224,Southern Region
Lakshadweep,2019,4,Financial Services,2,34.39721182,Southern Region
Lakshadweep,2019,4,Others,21,56896.23813,Southern Region
Lakshadweep,2020,1,Recharge & bill payments,2684,789255.2646,Southern Region
Lakshadweep,2020,1,Peer-to-peer payments,2068,12463327.26,Southern Region
Lakshadweep,2020,1,Merchant payments,387,216594.0308,Southern Region
Lakshadweep,2020,1,Others,12,33192.01728,Southern Region
Lakshadweep,2020,2,Recharge & bill payments,4497,1061694.139,Southern Region
Lakshadweep,2020,2,Peer-to-peer payments,2176,14718605.19,Southern Region
Lakshadweep,2020,2,Merchant payments,472,971609.4584,Southern Region
Lakshadweep,2020,2,Financial Services,60,158593.597,Southern Region
Lakshadweep,2020,2,Others,15,32419.70309,Southern Region
Lakshadweep,2020,3,Recharge & bill payments,4696,1186947.554,Southern Region
Lakshadweep,2020,3,Peer-to-peer payments,2946,19189391.62,Southern Region
Lakshadweep,2020,3,Merchant payments,903,842981.1695,Southern Region
Lakshadweep,2020,3,Financial Services,27,45457.5097,Southern Region
Lakshadweep,2020,3,Others,17,42055.45695,Southern Region
Lakshadweep,2020,4,Recharge & bill payments,5187,1499298.113,Southern Region
Lakshadweep,2020,4,Peer-to-peer payments,4741,27284123.25,Southern Region
Lakshadweep,2020,4,Merchant payments,1668,1227101.638,Southern Region
Lakshadweep,2020,4,Financial Services,22,13968.754,Southern Region
Lakshadweep,2020,4,Others,32,86826.16676,Southern Region
Lakshadweep,2021,1,Peer-to-peer payments,3942,24823715.02,Southern Region
Lakshadweep,2021,1,Recharge & bill payments,3541,1070209.422,Southern Region
Lakshadweep,2021,1,Merchant payments,1537,1040213.795,Southern Region
Lakshadweep,2021,1,Financial Services,19,15929.09511,Southern Region
Lakshadweep,2021,1,Others,46,92715.58431,Southern Region
Lakshadweep,2021,2,Recharge & bill payments,5499,1745295.828,Southern Region
Lakshadweep,2021,2,Peer-to-peer payments,4069,23996417.49,Southern Region
Lakshadweep,2021,2,Merchant payments,1743,1525331.915,Southern Region
Lakshadweep,2021,2,Financial Services,29,15052.0185,Southern Region
Lakshadweep,2021,2,Others,44,101366.4031,Southern Region
Lakshadweep,2021,3,Peer-to-peer payments,5687,34142107.52,Southern Region
Lakshadweep,2021,3,Recharge & bill payments,5153,1700287.473,Southern Region
Lakshadweep,2021,3,Merchant payments,2450,2750367.063,Southern Region
Lakshadweep,2021,3,Financial Services,48,137227.3539,Southern Region
Lakshadweep,2021,3,Others,32,73174.28817,Southern Region
Lakshadweep,2021,4,Peer-to-peer payments,7154,44696668.86,Southern Region
Lakshadweep,2021,4,Recharge & bill payments,5355,2093901.292,Southern Region
Lakshadweep,2021,4,Merchant payments,2872,4071239.087,Southern Region
Lakshadweep,2021,4,Financial Services,27,19994.54195,Southern Region
Lakshadweep,2021,4,Others,62,116381.746,Southern Region
Lakshadweep,2022,1,Peer-to-peer payments,7913,48590864.57,Southern Region
Lakshadweep,2022,1,Recharge & bill payments,5334,2322580.17,Southern Region
Lakshadweep,2022,1,Merchant payments,3048,3838358.359,Southern Region
Lakshadweep,2022,1,Financial Services,39,38274.22629,Southern Region
Lakshadweep,2022,1,Others,63,149355.3311,Southern Region
Lakshadweep,2022,2,Peer-to-peer payments,8491,48451728.05,Southern Region
Lakshadweep,2022,2,Recharge & bill payments,5366,2386144.715,Southern Region
Lakshadweep,2022,2,Merchant payments,3602,4895657.06,Southern Region
Lakshadweep,2022,2,Financial Services,59,87127.82495,Southern Region
Lakshadweep,2022,2,Others,51,108944.3427,Southern Region
Lakshadweep,2022,3,Peer-to-peer payments,7533,40029003.83,Southern Region
Lakshadweep,2022,3,Recharge & bill payments,4441,1936538.307,Southern Region
Lakshadweep,2022,3,Merchant payments,3142,5469200.646,Southern Region
Lakshadweep,2022,3,Financial Services,64,63629.88417,Southern Region
Lakshadweep,2022,3,Others,61,81636.95473,Southern Region
Lakshadweep,2022,4,Peer-to-peer payments,8686,47450386,Southern Region
Lakshadweep,2022,4,Recharge & bill payments,4557,2024739.154,Southern Region
Lakshadweep,2022,4,Merchant payments,3819,5250991.002,Southern Region
Lakshadweep,2022,4,Financial Services,35,26453.02478,Southern Region
Lakshadweep,2022,4,Others,50,61304.43025,Southern Region
Madhya Pradesh,2018,1,Recharge & bill payments,4404190,667057311.5,Central Region
Madhya Pradesh,2018,1,Peer-to-peer payments,2848290,7590790589,Central Region
Madhya Pradesh,2018,1,Financial Services,230519,43374288.98,Central Region
Madhya Pradesh,2018,1,Merchant payments,196394,170119673.7,Central Region
Madhya Pradesh,2018,1,Others,346002,210261540.7,Central Region
Madhya Pradesh,2018,2,Recharge & bill payments,5324535,1132090446,Central Region
Madhya Pradesh,2018,2,Peer-to-peer payments,4269392,14155603482,Central Region
Madhya Pradesh,2018,2,Merchant payments,397135,339308203.2,Central Region
Madhya Pradesh,2018,2,Financial Services,305553,53860331.81,Central Region
Madhya Pradesh,2018,2,Others,264797,243218603.3,Central Region
Madhya Pradesh,2018,3,Peer-to-peer payments,9988509,22057686209,Central Region
Madhya Pradesh,2018,3,Recharge & bill payments,5733261,1367773857,Central Region
Madhya Pradesh,2018,3,Merchant payments,784995,465390819.6,Central Region
Madhya Pradesh,2018,3,Financial Services,359440,46120458.64,Central Region
Madhya Pradesh,2018,3,Others,260780,212770861.2,Central Region
Madhya Pradesh,2018,4,Peer-to-peer payments,11456555,30897348665,Central Region
Madhya Pradesh,2018,4,Recharge & bill payments,7273502,1669345517,Central Region
Madhya Pradesh,2018,4,Merchant payments,2056426,1036249754,Central Region
Madhya Pradesh,2018,4,Financial Services,313540,43367243.15,Central Region
Madhya Pradesh,2018,4,Others,297532,259296894,Central Region
Madhya Pradesh,2019,1,Peer-to-peer payments,23708825,44114206183,Central Region
Madhya Pradesh,2019,1,Recharge & bill payments,9966905,2423593842,Central Region
Madhya Pradesh,2019,1,Merchant payments,3018928,1263699222,Central Region
Madhya Pradesh,2019,1,Financial Services,290838,28901169.29,Central Region
Madhya Pradesh,2019,1,Others,315553,239879105.6,Central Region
Madhya Pradesh,2019,2,Peer-to-peer payments,20868744,61758841794,Central Region
Madhya Pradesh,2019,2,Recharge & bill payments,12044969,3571897178,Central Region
Madhya Pradesh,2019,2,Merchant payments,7331352,2671155681,Central Region
Madhya Pradesh,2019,2,Financial Services,149197,18869661.51,Central Region
Madhya Pradesh,2019,2,Others,451751,313802065.4,Central Region
Madhya Pradesh,2019,3,Peer-to-peer payments,22631038,67648107703,Central Region
Madhya Pradesh,2019,3,Merchant payments,17163551,5147459307,Central Region
Madhya Pradesh,2019,3,Recharge & bill payments,13156616,4576521609,Central Region
Madhya Pradesh,2019,3,Financial Services,192821,25654168.6,Central Region
Madhya Pradesh,2019,3,Others,466385,278578703,Central Region
Madhya Pradesh,2019,4,Peer-to-peer payments,32083162,92064471162,Central Region
Madhya Pradesh,2019,4,Merchant payments,19447707,7304157802,Central Region
Madhya Pradesh,2019,4,Recharge & bill payments,16081734,5104821721,Central Region
Madhya Pradesh,2019,4,Financial Services,127116,24020060.93,Central Region
Madhya Pradesh,2019,4,Others,392270,190456045.3,Central Region
Madhya Pradesh,2020,1,Peer-to-peer payments,34540722,1.10326E+11,Central Region
Madhya Pradesh,2020,1,Merchant payments,24618074,9898242848,Central Region
Madhya Pradesh,2020,1,Recharge & bill payments,19788516,6311610610,Central Region
Madhya Pradesh,2020,1,Financial Services,68055,30645714.4,Central Region
Madhya Pradesh,2020,1,Others,351379,170790656.3,Central Region
Madhya Pradesh,2020,2,Peer-to-peer payments,34860958,1.28185E+11,Central Region
Madhya Pradesh,2020,2,Recharge & bill payments,27497528,8904067957,Central Region
Madhya Pradesh,2020,2,Merchant payments,13685723,10666223054,Central Region
Madhya Pradesh,2020,2,Financial Services,80988,62073621.44,Central Region
Madhya Pradesh,2020,2,Others,215376,104956802.2,Central Region
Madhya Pradesh,2020,3,Peer-to-peer payments,50871564,1.74979E+11,Central Region
Madhya Pradesh,2020,3,Merchant payments,31879804,20621273982,Central Region
Madhya Pradesh,2020,3,Recharge & bill payments,25380467,9834190567,Central Region
Madhya Pradesh,2020,3,Financial Services,131725,122971108.1,Central Region
Madhya Pradesh,2020,3,Others,316321,144259293.3,Central Region
Madhya Pradesh,2020,4,Peer-to-peer payments,67972167,2.35584E+11,Central Region
Madhya Pradesh,2020,4,Merchant payments,57707471,37315576877,Central Region
Madhya Pradesh,2020,4,Recharge & bill payments,27335834,10977774483,Central Region
Madhya Pradesh,2020,4,Financial Services,149532,132590450.1,Central Region
Madhya Pradesh,2020,4,Others,487537,264996097.6,Central Region
Madhya Pradesh,2021,1,Merchant payments,84812245,50098244500,Central Region
Madhya Pradesh,2021,1,Peer-to-peer payments,84070625,2.79938E+11,Central Region
Madhya Pradesh,2021,1,Recharge & bill payments,32500681,13060914041,Central Region
Madhya Pradesh,2021,1,Financial Services,169378,161838389.8,Central Region
Madhya Pradesh,2021,1,Others,445569,274786748.1,Central Region
Madhya Pradesh,2021,2,Peer-to-peer payments,99367521,3.48936E+11,Central Region
Madhya Pradesh,2021,2,Merchant payments,77113464,58839392450,Central Region
Madhya Pradesh,2021,2,Recharge & bill payments,46118636,17230546399,Central Region
Madhya Pradesh,2021,2,Financial Services,188726,177313389.7,Central Region
Madhya Pradesh,2021,2,Others,526333,317753606,Central Region
Madhya Pradesh,2021,3,Merchant payments,138433772,85885669792,Central Region
Madhya Pradesh,2021,3,Peer-to-peer payments,127654821,3.98913E+11,Central Region
Madhya Pradesh,2021,3,Recharge & bill payments,44437315,19025346051,Central Region
Madhya Pradesh,2021,3,Financial Services,174454,180366422.6,Central Region
Madhya Pradesh,2021,3,Others,742972,408508699.4,Central Region
Madhya Pradesh,2021,4,Merchant payments,197193842,1.26461E+11,Central Region
Madhya Pradesh,2021,4,Peer-to-peer payments,159649020,5.07119E+11,Central Region
Madhya Pradesh,2021,4,Recharge & bill payments,46220966,22492766779,Central Region
Madhya Pradesh,2021,4,Financial Services,247925,246488171.4,Central Region
Madhya Pradesh,2021,4,Others,996331,568617375.6,Central Region
Madhya Pradesh,2022,1,Merchant payments,237691924,1.4331E+11,Central Region
Madhya Pradesh,2022,1,Peer-to-peer payments,185008444,5.78202E+11,Central Region
Madhya Pradesh,2022,1,Recharge & bill payments,48870314,25437774564,Central Region
Madhya Pradesh,2022,1,Financial Services,222923,219927120.2,Central Region
Madhya Pradesh,2022,1,Others,909453,495513514.8,Central Region
Madhya Pradesh,2022,2,Merchant payments,287616385,1.74183E+11,Central Region
Madhya Pradesh,2022,2,Peer-to-peer payments,202093283,6.63181E+11,Central Region
Madhya Pradesh,2022,2,Recharge & bill payments,54318983,29125694282,Central Region
Madhya Pradesh,2022,2,Financial Services,157672,153944499.7,Central Region
Madhya Pradesh,2022,2,Others,713506,381178326.3,Central Region
Madhya Pradesh,2022,3,Merchant payments,391105651,2.12446E+11,Central Region
Madhya Pradesh,2022,3,Peer-to-peer payments,267013695,7.8065E+11,Central Region
Madhya Pradesh,2022,3,Recharge & bill payments,72148870,39132574048,Central Region
Madhya Pradesh,2022,3,Financial Services,240678,236981163.6,Central Region
Madhya Pradesh,2022,3,Others,750665,442608716.7,Central Region
Madhya Pradesh,2022,4,Merchant payments,492999084,2.72802E+11,Central Region
Madhya Pradesh,2022,4,Peer-to-peer payments,325467851,9.84255E+11,Central Region
Madhya Pradesh,2022,4,Recharge & bill payments,79289399,45143248069,Central Region
Madhya Pradesh,2022,4,Financial Services,286931,278304972.6,Central Region
Madhya Pradesh,2022,4,Others,785003,521508120.7,Central Region
Maharashtra,2018,1,Recharge & bill payments,9670237,2283567431,Western Region
Maharashtra,2018,1,Peer-to-peer payments,5227770,18283896465,Western Region
Maharashtra,2018,1,Merchant payments,616779,576964070.7,Western Region
Maharashtra,2018,1,Financial Services,235051,60997258.06,Western Region
Maharashtra,2018,1,Others,637197,506188033,Western Region
Maharashtra,2018,2,Recharge & bill payments,12384216,3725800359,Western Region
Maharashtra,2018,2,Peer-to-peer payments,7772336,30782831246,Western Region
Maharashtra,2018,2,Merchant payments,1306326,1226121649,Western Region
Maharashtra,2018,2,Financial Services,262875,85545909.44,Western Region
Maharashtra,2018,2,Others,559987,536758077.8,Western Region
Maharashtra,2018,3,Recharge & bill payments,14371791,4547486090,Western Region
Maharashtra,2018,3,Peer-to-peer payments,13470065,45466534004,Western Region
Maharashtra,2018,3,Merchant payments,2797204,1702220875,Western Region
Maharashtra,2018,3,Financial Services,234598,52348968.01,Western Region
Maharashtra,2018,3,Others,664880,492227795.6,Western Region
Maharashtra,2018,4,Peer-to-peer payments,20824667,68974011019,Western Region
Maharashtra,2018,4,Recharge & bill payments,18071025,5860865070,Western Region
Maharashtra,2018,4,Merchant payments,6047705,3985195742,Western Region
Maharashtra,2018,4,Financial Services,325121,77345546.53,Western Region
Maharashtra,2018,4,Others,821705,621519669.5,Western Region
Maharashtra,2019,1,Peer-to-peer payments,37360716,97373087988,Western Region
Maharashtra,2019,1,Recharge & bill payments,24540041,8256500587,Western Region
Maharashtra,2019,1,Merchant payments,12069119,5172594696,Western Region
Maharashtra,2019,1,Financial Services,287569,49487746.21,Western Region
Maharashtra,2019,1,Others,821624,569019903.9,Western Region
Maharashtra,2019,2,Peer-to-peer payments,42546317,1.30558E+11,Western Region
Maharashtra,2019,2,Recharge & bill payments,29395661,12197234771,Western Region
Maharashtra,2019,2,Merchant payments,27854042,9728561727,Western Region
Maharashtra,2019,2,Financial Services,182840,45291636.11,Western Region
Maharashtra,2019,2,Others,1170993,765228265.8,Western Region
Maharashtra,2019,3,Peer-to-peer payments,57991699,1.65732E+11,Western Region
Maharashtra,2019,3,Merchant payments,54683738,17545729507,Western Region
Maharashtra,2019,3,Recharge & bill payments,34309301,15471698544,Western Region
Maharashtra,2019,3,Financial Services,231467,54108447.39,Western Region
Maharashtra,2019,3,Others,1519376,814284077.9,Western Region
Maharashtra,2019,4,Merchant payments,80127804,27209874138,Western Region
Maharashtra,2019,4,Peer-to-peer payments,78795871,2.27268E+11,Western Region
Maharashtra,2019,4,Recharge & bill payments,40705998,17794666215,Western Region
Maharashtra,2019,4,Financial Services,129755,49622863.82,Western Region
Maharashtra,2019,4,Others,1501192,672210825,Western Region
Maharashtra,2020,1,Merchant payments,100337738,35200130305,Western Region
Maharashtra,2020,1,Peer-to-peer payments,87067410,2.62541E+11,Western Region
Maharashtra,2020,1,Recharge & bill payments,50199498,21603565070,Western Region
Maharashtra,2020,1,Financial Services,123476,91363684.13,Western Region
Maharashtra,2020,1,Others,1215959,558931962.9,Western Region
Maharashtra,2020,2,Peer-to-peer payments,74295930,2.39933E+11,Western Region
Maharashtra,2020,2,Recharge & bill payments,60856480,23112343247,Western Region
Maharashtra,2020,2,Merchant payments,48965388,32859184582,Western Region
Maharashtra,2020,2,Financial Services,206461,211733275.8,Western Region
Maharashtra,2020,2,Others,466502,242917371.3,Western Region
Maharashtra,2020,3,Peer-to-peer payments,108436214,3.51556E+11,Western Region
Maharashtra,2020,3,Merchant payments,100808237,60171102124,Western Region
Maharashtra,2020,3,Recharge & bill payments,58082283,27915727883,Western Region
Maharashtra,2020,3,Financial Services,325453,333669599.6,Western Region
Maharashtra,2020,3,Others,658737,331024593.1,Western Region
Maharashtra,2020,4,Merchant payments,189845640,1.03805E+11,Western Region
Maharashtra,2020,4,Peer-to-peer payments,151741840,4.85748E+11,Western Region
Maharashtra,2020,4,Recharge & bill payments,64556682,31556917822,Western Region
Maharashtra,2020,4,Financial Services,398409,418399992.5,Western Region
Maharashtra,2020,4,Others,1078433,627692680.4,Western Region
Maharashtra,2021,1,Merchant payments,253043309,1.29493E+11,Western Region
Maharashtra,2021,1,Peer-to-peer payments,187021609,5.99213E+11,Western Region
Maharashtra,2021,1,Recharge & bill payments,76389103,40057211827,Western Region
Maharashtra,2021,1,Financial Services,439551,492900202.7,Western Region
Maharashtra,2021,1,Others,966668,630909553.5,Western Region
Maharashtra,2021,2,Merchant payments,247194293,1.50864E+11,Western Region
Maharashtra,2021,2,Peer-to-peer payments,228551961,7.1986E+11,Western Region
Maharashtra,2021,2,Recharge & bill payments,96271138,43154405548,Western Region
Maharashtra,2021,2,Financial Services,504252,536780917,Western Region
Maharashtra,2021,2,Others,1094842,699738247.7,Western Region
Maharashtra,2021,3,Merchant payments,390051884,2.16702E+11,Western Region
Maharashtra,2021,3,Peer-to-peer payments,296951706,8.90861E+11,Western Region
Maharashtra,2021,3,Recharge & bill payments,103943973,50242023586,Western Region
Maharashtra,2021,3,Financial Services,448646,579098938.7,Western Region
Maharashtra,2021,3,Others,1477851,873324624.2,Western Region
Maharashtra,2021,4,Merchant payments,540351277,3.05512E+11,Western Region
Maharashtra,2021,4,Peer-to-peer payments,361865450,1.10986E+12,Western Region
Maharashtra,2021,4,Recharge & bill payments,105990417,58087950922,Western Region
Maharashtra,2021,4,Financial Services,606265,707102765.3,Western Region
Maharashtra,2021,4,Others,1918093,1188658731,Western Region
Maharashtra,2022,1,Merchant payments,646277671,3.4024E+11,Western Region
Maharashtra,2022,1,Peer-to-peer payments,411989717,1.27489E+12,Western Region
Maharashtra,2022,1,Recharge & bill payments,108896881,64507860104,Western Region
Maharashtra,2022,1,Financial Services,583243,677612619.3,Western Region
Maharashtra,2022,1,Others,1758926,1084139454,Western Region
Maharashtra,2022,2,Merchant payments,810961772,4.28469E+11,Western Region
Maharashtra,2022,2,Peer-to-peer payments,470258043,1.5012E+12,Western Region
Maharashtra,2022,2,Recharge & bill payments,124280427,75110969246,Western Region
Maharashtra,2022,2,Financial Services,490152,559321829.5,Western Region
Maharashtra,2022,2,Others,1542719,930827919.3,Western Region
Maharashtra,2022,3,Merchant payments,876618082,4.32251E+11,Western Region
Maharashtra,2022,3,Peer-to-peer payments,483481713,1.43457E+12,Western Region
Maharashtra,2022,3,Recharge & bill payments,124545840,79360150487,Western Region
Maharashtra,2022,3,Financial Services,521362,571583115.7,Western Region
Maharashtra,2022,3,Others,1222420,831183386.5,Western Region
Maharashtra,2022,4,Merchant payments,1025666187,5.02661E+11,Western Region
Maharashtra,2022,4,Peer-to-peer payments,535142126,1.62262E+12,Western Region
Maharashtra,2022,4,Recharge & bill payments,126118544,83576414221,Western Region
Maharashtra,2022,4,Financial Services,620124,699276779.2,Western Region
Maharashtra,2022,4,Others,1228291,914951674.5,Western Region
Manipur,2018,1,Recharge & bill payments,50212,6463184.555,North-Eastern Region
Manipur,2018,1,Peer-to-peer payments,26382,115495173.6,North-Eastern Region
Manipur,2018,1,Financial Services,2660,412579.5399,North-Eastern Region
Manipur,2018,1,Merchant payments,1614,3616475.641,North-Eastern Region
Manipur,2018,1,Others,3201,2058760.637,North-Eastern Region
Manipur,2018,2,Recharge & bill payments,77991,11541247.78,North-Eastern Region
Manipur,2018,2,Peer-to-peer payments,60365,232157389.8,North-Eastern Region
Manipur,2018,2,Financial Services,5992,1241901.266,North-Eastern Region
Manipur,2018,2,Merchant payments,4041,5366759.828,North-Eastern Region
Manipur,2018,2,Others,3332,2902422.65,North-Eastern Region
Manipur,2018,3,Peer-to-peer payments,95204,357768750.2,North-Eastern Region
Manipur,2018,3,Recharge & bill payments,81323,13912990.48,North-Eastern Region
Manipur,2018,3,Merchant payments,7396,9180953.977,North-Eastern Region
Manipur,2018,3,Financial Services,2577,333081.6368,North-Eastern Region
Manipur,2018,3,Others,2758,2135468.51,North-Eastern Region
Manipur,2018,4,Recharge & bill payments,113507,18898063.28,North-Eastern Region
Manipur,2018,4,Peer-to-peer payments,104872,562009596,North-Eastern Region
Manipur,2018,4,Merchant payments,13333,20685433.28,North-Eastern Region
Manipur,2018,4,Financial Services,1452,307325.2438,North-Eastern Region
Manipur,2018,4,Others,2946,3783141.535,North-Eastern Region
Manipur,2019,1,Peer-to-peer payments,127067,619919870.7,North-Eastern Region
Manipur,2019,1,Recharge & bill payments,120000,22106830.37,North-Eastern Region
Manipur,2019,1,Merchant payments,15190,14580183.38,North-Eastern Region
Manipur,2019,1,Financial Services,800,174777.1728,North-Eastern Region
Manipur,2019,1,Others,2352,3116398.756,North-Eastern Region
Manipur,2019,2,Peer-to-peer payments,120153,679785849.1,North-Eastern Region
Manipur,2019,2,Recharge & bill payments,116500,23573234.27,North-Eastern Region
Manipur,2019,2,Merchant payments,18044,15996651.15,North-Eastern Region
Manipur,2019,2,Financial Services,387,91955.01538,North-Eastern Region
Manipur,2019,2,Others,2341,3342252.575,North-Eastern Region
Manipur,2019,3,Recharge & bill payments,180057,36634657.05,North-Eastern Region
Manipur,2019,3,Peer-to-peer payments,144965,803335616.6,North-Eastern Region
Manipur,2019,3,Merchant payments,17683,20490224.44,North-Eastern Region
Manipur,2019,3,Financial Services,358,367865.7885,North-Eastern Region
Manipur,2019,3,Others,1945,2723638.65,North-Eastern Region
Manipur,2019,4,Recharge & bill payments,212136,44202546.57,North-Eastern Region
Manipur,2019,4,Peer-to-peer payments,211927,1123258478,North-Eastern Region
Manipur,2019,4,Merchant payments,23094,30486780.45,North-Eastern Region
Manipur,2019,4,Financial Services,548,240641.7658,North-Eastern Region
Manipur,2019,4,Others,1639,2709234.857,North-Eastern Region
Manipur,2020,1,Peer-to-peer payments,451733,2458093402,North-Eastern Region
Manipur,2020,1,Recharge & bill payments,285234,62688260.38,North-Eastern Region
Manipur,2020,1,Merchant payments,78067,74202067.07,North-Eastern Region
Manipur,2020,1,Financial Services,622,354184.4661,North-Eastern Region
Manipur,2020,1,Others,3145,3252467.224,North-Eastern Region
Manipur,2020,2,Peer-to-peer payments,533206,2980242535,North-Eastern Region
Manipur,2020,2,Recharge & bill payments,450830,107589094.3,North-Eastern Region
Manipur,2020,2,Merchant payments,92110,106540409.3,North-Eastern Region
Manipur,2020,2,Financial Services,1676,1457570.8,North-Eastern Region
Manipur,2020,2,Others,5246,3106603.332,North-Eastern Region
Manipur,2020,3,Peer-to-peer payments,774786,4301284799,North-Eastern Region
Manipur,2020,3,Recharge & bill payments,464659,113190539.1,North-Eastern Region
Manipur,2020,3,Merchant payments,170653,195132026.6,North-Eastern Region
Manipur,2020,3,Financial Services,1878,1593035.944,North-Eastern Region
Manipur,2020,3,Others,8192,4775719.814,North-Eastern Region
Manipur,2020,4,Peer-to-peer payments,892853,5172499338,North-Eastern Region
Manipur,2020,4,Recharge & bill payments,436450,114202616.3,North-Eastern Region
Manipur,2020,4,Merchant payments,289050,307902115.4,North-Eastern Region
Manipur,2020,4,Financial Services,1806,2448402.914,North-Eastern Region
Manipur,2020,4,Others,7693,5172086.283,North-Eastern Region
Manipur,2021,1,Peer-to-peer payments,1117829,6402367884,North-Eastern Region
Manipur,2021,1,Recharge & bill payments,796590,223955812.6,North-Eastern Region
Manipur,2021,1,Merchant payments,377280,433297594.1,North-Eastern Region
Manipur,2021,1,Financial Services,3398,4385333.175,North-Eastern Region
Manipur,2021,1,Others,8438,6280890.915,North-Eastern Region
Manipur,2021,2,Peer-to-peer payments,1372821,7041837918,North-Eastern Region
Manipur,2021,2,Recharge & bill payments,1187952,305103750.6,North-Eastern Region
Manipur,2021,2,Merchant payments,510734,531484849.5,North-Eastern Region
Manipur,2021,2,Financial Services,4165,4256098.232,North-Eastern Region
Manipur,2021,2,Others,10603,7145346.315,North-Eastern Region
Manipur,2021,3,Peer-to-peer payments,1819423,9134806595,North-Eastern Region
Manipur,2021,3,Recharge & bill payments,1368584,367664440.5,North-Eastern Region
Manipur,2021,3,Merchant payments,735707,889317377.1,North-Eastern Region
Manipur,2021,3,Financial Services,3460,5625517.975,North-Eastern Region
Manipur,2021,3,Others,14222,9447098.782,North-Eastern Region
Manipur,2021,4,Peer-to-peer payments,2199970,10998828288,North-Eastern Region
Manipur,2021,4,Recharge & bill payments,1451488,412791673.8,North-Eastern Region
Manipur,2021,4,Merchant payments,1013985,1229517397,North-Eastern Region
Manipur,2021,4,Financial Services,4671,5941100.581,North-Eastern Region
Manipur,2021,4,Others,17325,11393578.84,North-Eastern Region
Manipur,2022,1,Peer-to-peer payments,2517626,12169368063,North-Eastern Region
Manipur,2022,1,Recharge & bill payments,1528476,469035958.3,North-Eastern Region
Manipur,2022,1,Merchant payments,1247205,1489604137,North-Eastern Region
Manipur,2022,1,Financial Services,4878,6057615.527,North-Eastern Region
Manipur,2022,1,Others,15494,10435303.88,North-Eastern Region
Manipur,2022,2,Peer-to-peer payments,2843426,12704512239,North-Eastern Region
Manipur,2022,2,Merchant payments,1709547,1757831052,North-Eastern Region
Manipur,2022,2,Recharge & bill payments,1533778,448637966.7,North-Eastern Region
Manipur,2022,2,Financial Services,4069,4753628.558,North-Eastern Region
Manipur,2022,2,Others,14812,7175748.992,North-Eastern Region
Manipur,2022,3,Peer-to-peer payments,3127266,12927705072,North-Eastern Region
Manipur,2022,3,Merchant payments,1829741,2010460357,North-Eastern Region
Manipur,2022,3,Recharge & bill payments,1379911,432182393.8,North-Eastern Region
Manipur,2022,3,Financial Services,4524,4671353.405,North-Eastern Region
Manipur,2022,3,Others,11300,6411090.828,North-Eastern Region
Manipur,2022,4,Peer-to-peer payments,3259645,13133729481,North-Eastern Region
Manipur,2022,4,Merchant payments,1828984,2074698993,North-Eastern Region
Manipur,2022,4,Recharge & bill payments,1325391,406031254.1,North-Eastern Region
Manipur,2022,4,Financial Services,4691,5754919.964,North-Eastern Region
Manipur,2022,4,Others,9959,5742049.404,North-Eastern Region
Meghalaya,2018,1,Recharge & bill payments,31857,6028476.149,North-Eastern Region
Meghalaya,2018,1,Peer-to-peer payments,13274,55943496.52,North-Eastern Region
Meghalaya,2018,1,Merchant payments,1605,2395888.44,North-Eastern Region
Meghalaya,2018,1,Financial Services,532,144318.2546,North-Eastern Region
Meghalaya,2018,1,Others,2303,1738080.431,North-Eastern Region
Meghalaya,2018,2,Recharge & bill payments,42625,9657896.165,North-Eastern Region
Meghalaya,2018,2,Peer-to-peer payments,19894,101140464.7,North-Eastern Region
Meghalaya,2018,2,Merchant payments,2929,3663446.436,North-Eastern Region
Meghalaya,2018,2,Financial Services,592,580648.3434,North-Eastern Region
Meghalaya,2018,2,Others,1817,1962212.235,North-Eastern Region
Meghalaya,2018,3,Recharge & bill payments,60625,14231601.45,North-Eastern Region
Meghalaya,2018,3,Peer-to-peer payments,40832,187460582.1,North-Eastern Region
